,file_path,folder,file_name
1253,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (124).jpg,meningioma_tumor,m2 (124).jpg
104,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (193).jpg,glioma_tumor,gg (193).jpg
2044,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (10).jpg,pituitary_tumor,p (10).jpg
858,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (129).jpg,meningioma_tumor,m (129).jpg
1380,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (8).jpg,meningioma_tumor,m2 (8).jpg
2725,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (713).jpg,pituitary_tumor,p (713).jpg
1580,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (38).jpg,meningioma_tumor,m3 (38).jpg
929,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (193).jpg,meningioma_tumor,m (193).jpg
2624,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (622).jpg,pituitary_tumor,p (622).jpg
794,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (814).jpg,glioma_tumor,gg (814).jpg
2688,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (680).jpg,pituitary_tumor,p (680).jpg
2092,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (143).jpg,pituitary_tumor,p (143).jpg
226,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (302).jpg,glioma_tumor,gg (302).jpg
231,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (307).jpg,glioma_tumor,gg (307).jpg
1288,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (156).jpg,meningioma_tumor,m2 (156).jpg
251,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (325).jpg,glioma_tumor,gg (325).jpg
111,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (2).jpg,glioma_tumor,gg (2).jpg
51,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (145).jpg,glioma_tumor,gg (145).jpg
1601,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (57).jpg,meningioma_tumor,m3 (57).jpg
841,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (113).jpg,meningioma_tumor,m (113).jpg
2273,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (306).jpg,pituitary_tumor,p (306).jpg
1190,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(68).jpg,meningioma_tumor,m1(68).jpg
1941,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(301).jpg,no_tumor,image(301).jpg
2812,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (792).jpg,pituitary_tumor,p (792).jpg
927,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (191).jpg,meningioma_tumor,m (191).jpg
498,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (548).jpg,glioma_tumor,gg (548).jpg
2016,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(75).jpg,no_tumor,image(75).jpg
1017,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (91).jpg,meningioma_tumor,m (91).jpg
1465,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (157).jpg,meningioma_tumor,m3 (157).jpg
464,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (517).jpg,glioma_tumor,gg (517).jpg
2422,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (440).jpg,pituitary_tumor,p (440).jpg
1587,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (44).jpg,meningioma_tumor,m3 (44).jpg
1192,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(7).jpg,meningioma_tumor,m1(7).jpg
1161,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(41).jpg,meningioma_tumor,m1(41).jpg
2546,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (552).jpg,pituitary_tumor,p (552).jpg
485,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (536).jpg,glioma_tumor,gg (536).jpg
1677,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image (31).jpg,no_tumor,image (31).jpg
1261,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (131).jpg,meningioma_tumor,m2 (131).jpg
212,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (290).jpg,glioma_tumor,gg (290).jpg
2019,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(78).jpg,no_tumor,image(78).jpg
2054,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (109).jpg,pituitary_tumor,p (109).jpg
1417,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (112).jpg,meningioma_tumor,m3 (112).jpg
422,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (48).jpg,glioma_tumor,gg (48).jpg
1377,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (77).jpg,meningioma_tumor,m2 (77).jpg
313,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (381).jpg,glioma_tumor,gg (381).jpg
650,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (685).jpg,glioma_tumor,gg (685).jpg
2171,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (214).jpg,pituitary_tumor,p (214).jpg
2826,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (804).jpg,pituitary_tumor,p (804).jpg
2451,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (467).jpg,pituitary_tumor,p (467).jpg
662,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (696).jpg,glioma_tumor,gg (696).jpg
2554,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (56).jpg,pituitary_tumor,p (56).jpg
1697,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image (5).jpg,no_tumor,image (5).jpg
218,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (296).jpg,glioma_tumor,gg (296).jpg
2330,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (358).jpg,pituitary_tumor,p (358).jpg
1364,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (65).jpg,meningioma_tumor,m2 (65).jpg
1525,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (210).jpg,meningioma_tumor,m3 (210).jpg
1575,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (33).jpg,meningioma_tumor,m3 (33).jpg
1709,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image (60).jpg,no_tumor,image (60).jpg
2430,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (448).jpg,pituitary_tumor,p (448).jpg
705,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (734).jpg,glioma_tumor,gg (734).jpg
1033,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(106).jpg,meningioma_tumor,m1(106).jpg
1718,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(10).jpg,no_tumor,image(10).jpg
1036,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(109).jpg,meningioma_tumor,m1(109).jpg
2527,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (535).jpg,pituitary_tumor,p (535).jpg
1237,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (11).jpg,meningioma_tumor,m2 (11).jpg
2571,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (575).jpg,pituitary_tumor,p (575).jpg
961,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (40).jpg,meningioma_tumor,m (40).jpg
1776,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(153).jpg,no_tumor,image(153).jpg
2668,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (662).jpg,pituitary_tumor,p (662).jpg
2587,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (59).jpg,pituitary_tumor,p (59).jpg
911,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (177).jpg,meningioma_tumor,m (177).jpg
2820,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (8).jpg,pituitary_tumor,p (8).jpg
2341,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (368).jpg,pituitary_tumor,p (368).jpg
2783,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (766).jpg,pituitary_tumor,p (766).jpg
358,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (421).jpg,glioma_tumor,gg (421).jpg
2374,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (398).jpg,pituitary_tumor,p (398).jpg
259,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (332).jpg,glioma_tumor,gg (332).jpg
1123,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(19).jpg,meningioma_tumor,m1(19).jpg
2288,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (32).jpg,pituitary_tumor,p (32).jpg
695,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (725).jpg,glioma_tumor,gg (725).jpg
787,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (808).jpg,glioma_tumor,gg (808).jpg
2303,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (333).jpg,pituitary_tumor,p (333).jpg
783,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (804).jpg,glioma_tumor,gg (804).jpg
1356,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (58).jpg,meningioma_tumor,m2 (58).jpg
1706,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image (58).jpg,no_tumor,image (58).jpg
2636,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (633).jpg,pituitary_tumor,p (633).jpg
2292,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (323).jpg,pituitary_tumor,p (323).jpg
456,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (51).jpg,glioma_tumor,gg (51).jpg
462,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (515).jpg,glioma_tumor,gg (515).jpg
2189,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (230).jpg,pituitary_tumor,p (230).jpg
1263,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (133).jpg,meningioma_tumor,m2 (133).jpg
381,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (442).jpg,glioma_tumor,gg (442).jpg
2865,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (95).jpg,pituitary_tumor,p (95).jpg
543,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (589).jpg,glioma_tumor,gg (589).jpg
1340,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (43).jpg,meningioma_tumor,m2 (43).jpg
1918,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(281).jpg,no_tumor,image(281).jpg
1269,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (139).jpg,meningioma_tumor,m2 (139).jpg
1421,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (116).jpg,meningioma_tumor,m3 (116).jpg
2338,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (365).jpg,pituitary_tumor,p (365).jpg
2414,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (433).jpg,pituitary_tumor,p (433).jpg
2259,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (294).jpg,pituitary_tumor,p (294).jpg
2808,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (789).jpg,pituitary_tumor,p (789).jpg
2761,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (746).jpg,pituitary_tumor,p (746).jpg
2408,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (428).jpg,pituitary_tumor,p (428).jpg
542,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (588).jpg,glioma_tumor,gg (588).jpg
2268,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (301).jpg,pituitary_tumor,p (301).jpg
1606,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (61).jpg,meningioma_tumor,m3 (61).jpg
2619,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (618).jpg,pituitary_tumor,p (618).jpg
2315,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (344).jpg,pituitary_tumor,p (344).jpg
1228,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (101).jpg,meningioma_tumor,m2 (101).jpg
572,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (614).jpg,glioma_tumor,gg (614).jpg
2769,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (753).jpg,pituitary_tumor,p (753).jpg
2869,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (99).jpg,pituitary_tumor,p (99).jpg
802,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (821).jpg,glioma_tumor,gg (821).jpg
2831,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (809).jpg,pituitary_tumor,p (809).jpg
1117,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(184).jpg,meningioma_tumor,m1(184).jpg
435,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (491).jpg,glioma_tumor,gg (491).jpg
2648,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (644).jpg,pituitary_tumor,p (644).jpg
237,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (312).jpg,glioma_tumor,gg (312).jpg
803,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (822).jpg,glioma_tumor,gg (822).jpg
109,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (198).jpg,glioma_tumor,gg (198).jpg
1883,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(25).jpg,no_tumor,image(25).jpg
163,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (246).jpg,glioma_tumor,gg (246).jpg
1912,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(276).jpg,no_tumor,image(276).jpg
252,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (326).jpg,glioma_tumor,gg (326).jpg
1800,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(175).jpg,no_tumor,image(175).jpg
1422,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (117).jpg,meningioma_tumor,m3 (117).jpg
1962,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(320).jpg,no_tumor,image(320).jpg
1839,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(21).jpg,no_tumor,image(21).jpg
655,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (69).jpg,glioma_tumor,gg (69).jpg
610,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (649).jpg,glioma_tumor,gg (649).jpg
2228,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (266).jpg,pituitary_tumor,p (266).jpg
1444,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (137).jpg,meningioma_tumor,m3 (137).jpg
1271,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (140).jpg,meningioma_tumor,m2 (140).jpg
2209,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (249).jpg,pituitary_tumor,p (249).jpg
1357,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (59).jpg,meningioma_tumor,m2 (59).jpg
2031,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(89).jpg,no_tumor,image(89).jpg
2295,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (326).jpg,pituitary_tumor,p (326).jpg
461,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (514).jpg,glioma_tumor,gg (514).jpg
949,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (3).jpg,meningioma_tumor,m (3).jpg
157,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (240).jpg,glioma_tumor,gg (240).jpg
1744,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(124).jpg,no_tumor,image(124).jpg
1640,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (92).jpg,meningioma_tumor,m3 (92).jpg
2078,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (130).jpg,pituitary_tumor,p (130).jpg
238,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (313).jpg,glioma_tumor,gg (313).jpg
2479,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (492).jpg,pituitary_tumor,p (492).jpg
2344,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (370).jpg,pituitary_tumor,p (370).jpg
1801,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(176).jpg,no_tumor,image(176).jpg
100,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (19).jpg,glioma_tumor,gg (19).jpg
315,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (383).jpg,glioma_tumor,gg (383).jpg
2475,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (489).jpg,pituitary_tumor,p (489).jpg
1334,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (38).jpg,meningioma_tumor,m2 (38).jpg
978,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (56).jpg,meningioma_tumor,m (56).jpg
2245,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (281).jpg,pituitary_tumor,p (281).jpg
261,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (334).jpg,glioma_tumor,gg (334).jpg
785,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (806).jpg,glioma_tumor,gg (806).jpg
1743,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(123).jpg,no_tumor,image(123).jpg
1910,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(274).jpg,no_tumor,image(274).jpg
2218,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (257).jpg,pituitary_tumor,p (257).jpg
179,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (260).jpg,glioma_tumor,gg (260).jpg
2212,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (251).jpg,pituitary_tumor,p (251).jpg
1583,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (40).jpg,meningioma_tumor,m3 (40).jpg
1915,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(279).jpg,no_tumor,image(279).jpg
2726,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (714).jpg,pituitary_tumor,p (714).jpg
2251,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (287).jpg,pituitary_tumor,p (287).jpg
480,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (531).jpg,glioma_tumor,gg (531).jpg
2794,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (776).jpg,pituitary_tumor,p (776).jpg
2329,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (357).jpg,pituitary_tumor,p (357).jpg
2780,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (763).jpg,pituitary_tumor,p (763).jpg
1817,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(190).jpg,no_tumor,image(190).jpg
879,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (148).jpg,meningioma_tumor,m (148).jpg
2309,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (339).jpg,pituitary_tumor,p (339).jpg
1553,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (236).jpg,meningioma_tumor,m3 (236).jpg
1102,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(170).jpg,meningioma_tumor,m1(170).jpg
1869,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(237).jpg,no_tumor,image(237).jpg
1742,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(122).jpg,no_tumor,image(122).jpg
2015,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(74).jpg,no_tumor,image(74).jpg
1103,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(171).jpg,meningioma_tumor,m1(171).jpg
247,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (321).jpg,glioma_tumor,gg (321).jpg
2271,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (304).jpg,pituitary_tumor,p (304).jpg
1938,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(3).jpg,no_tumor,image(3).jpg
1882,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(249).jpg,no_tumor,image(249).jpg
347,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (411).jpg,glioma_tumor,gg (411).jpg
857,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (128).jpg,meningioma_tumor,m (128).jpg
1623,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (77).jpg,meningioma_tumor,m3 (77).jpg
2175,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (218).jpg,pituitary_tumor,p (218).jpg
1505,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (193).jpg,meningioma_tumor,m3 (193).jpg
2510,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (52).jpg,pituitary_tumor,p (52).jpg
819,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (93).jpg,glioma_tumor,gg (93).jpg
1557,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (24).jpg,meningioma_tumor,m3 (24).jpg
1952,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\no_tumor\image(311).jpg,no_tumor,image(311).jpg
445,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (50).jpg,glioma_tumor,gg (50).jpg
617,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (655).jpg,glioma_tumor,gg (655).jpg
1146,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m1(28).jpg,meningioma_tumor,m1(28).jpg
2728,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (716).jpg,pituitary_tumor,p (716).jpg
900,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m (167).jpg,meningioma_tumor,m (167).jpg
2147,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (193).jpg,pituitary_tumor,p (193).jpg
2770,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (754).jpg,pituitary_tumor,p (754).jpg
2439,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\pituitary_tumor\p (456).jpg,pituitary_tumor,p (456).jpg
547,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (592).jpg,glioma_tumor,gg (592).jpg
1614,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m3 (69).jpg,meningioma_tumor,m3 (69).jpg
263,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\glioma_tumor\gg (336).jpg,glioma_tumor,gg (336).jpg
1286,D:\cd_data_C\Desktop\git_upload\MRI\Dataset\Training\meningioma_tumor\m2 (154).jpg,meningioma_tumor,m2 (154).jpg
